ros_time_s,Error_Distancia
1757190720.546032667,-0.008070
1757190720.642006636,-0.007261
1757190720.742903233,-0.007161
1757190720.841248751,-0.006852
1757190720.947048664,-0.005771
1757190721.047288895,-0.005867
1757190721.146524429,-0.005808
1757190721.248386145,-0.005091
1757190721.347571611,-0.004576
1757190721.446714163,-0.003750
1757190721.550581217,-0.003276
1757190721.647063255,-0.002290
1757190721.748316050,-0.000737
1757190721.849038124,-0.000410
1757190721.947621584,0.001061
1757190722.048553705,0.001610
1757190722.147813082,0.003209
1757190722.248796225,0.003965
1757190722.346561432,0.005048
1757190722.442630768,0.006910
1757190722.542103529,0.007485
1757190722.642467022,0.007668
1757190722.741064548,0.008381
1757190722.841099739,0.008590
1757190722.943719625,0.009405
1757190723.042128086,0.009898
1757190723.139695168,0.011651
1757190723.240508318,0.012263
1757190723.339694023,0.012752
1757190723.439668417,0.013108
1757190723.539850473,0.013594
1757190723.638311863,0.014079
1757190723.740774632,0.013867
1757190723.839397192,0.014699
1757190723.939782858,0.015453
1757190724.038869619,0.015405
1757190724.141125917,0.015624
1757190724.240797997,0.015581
1757190724.339323044,0.015358
1757190724.441343307,0.015715
1757190724.540877342,0.015322
1757190724.643129826,0.015740
1757190724.738721371,0.015345
1757190724.841276884,0.015037
1757190724.940829754,0.014655
1757190725.038718939,0.014717
1757190725.139349461,0.014452
1757190725.239503860,0.014352
1757190725.343344450,0.013189
1757190725.439379454,0.013162
1757190725.539955378,0.012701
1757190725.640064716,0.012761
1757190725.740764380,0.012621
1757190725.839737654,0.011765
1757190725.939042807,0.012128
1757190726.038115025,0.012667
1757190726.139129162,0.012197
1757190726.243076563,0.011723
1757190726.340814829,0.010936
1757190726.440255404,0.010403
1757190726.541382074,0.009982
1757190726.639266729,0.010646
1757190726.737125397,0.009831
1757190726.842698812,0.009213
1757190726.943253517,0.009364
1757190727.040436983,0.008894
1757190727.141457081,0.008405
1757190727.240928173,0.008128
1757190727.342366457,0.008110
1757190727.440881252,0.007402
1757190727.541375160,0.008303
1757190727.641073942,0.007485
1757190727.745015144,0.007263
1757190727.843713045,0.006404
1757190727.942909718,0.006131
1757190728.040632248,0.006364
1757190728.142641783,0.006388
1757190728.246003628,0.005321
1757190728.342400074,0.005249
1757190728.443316698,0.005005
1757190728.544764042,0.004845
1757190728.648422956,0.004794
1757190728.748709440,0.004250
1757190728.845443010,0.004388
1757190728.946778774,0.003898
1757190729.045707464,0.003329
1757190729.145363092,0.003799
1757190729.246513367,0.002923
1757190729.344966888,0.002640
1757190729.444372177,0.002240
1757190729.548863649,0.002019
1757190729.648488045,0.001967
1757190729.872236967,0.001198
1757190729.902317762,0.000934
1757190729.943826199,0.000818
1757190730.047372580,0.000287
1757190730.144827127,0.001235
1757190730.247030735,0.001794
