ros_time_s,Vel_Des
1758473432.473775864,"2.83,0.67"
1758473432.576187134,"2.83,0.67"
1758473432.673420429,"2.83,0.67"
1758473432.775167227,"2.83,0.67"
1758473432.875944138,"2.83,0.67"
1758473432.976664543,"2.83,0.67"
1758473433.073203802,"2.83,0.67"
1758473433.174513817,"2.83,0.67"
1758473433.274350405,"2.83,0.67"
1758473433.376834393,"2.83,0.67"
1758473433.477579832,"2.83,0.67"
1758473433.576227427,"2.83,0.67"
1758473433.673393011,"2.83,0.67"
1758473433.775171995,"2.83,0.67"
1758473433.874804974,"2.83,0.67"
1758473433.976692200,"2.83,0.67"
1758473434.075224638,"2.83,0.67"
1758473434.174689054,"2.83,0.67"
1758473434.373990774,"2.83,0.67"
1758473434.472520113,"2.83,0.67"
1758473434.574865818,"2.83,0.67"
1758473434.674137115,"2.83,0.67"
1758473434.774765253,"2.83,0.67"
1758473434.874150991,"2.83,0.67"
1758473434.974540949,"2.83,0.67"
1758473435.074548960,"2.83,0.67"
1758473435.173869610,"2.83,0.67"
1758473435.274582386,"2.83,0.67"
1758473435.374083042,"2.83,0.67"
1758473435.474207163,"2.83,0.67"
1758473435.575182915,"2.83,0.67"
1758473435.673249960,"2.83,0.67"
1758473435.773896456,"2.83,0.67"
1758473435.870816946,"2.83,0.67"
1758473435.979477644,"2.83,0.67"
1758473436.074458361,"2.83,0.67"
1758473436.173872709,"2.83,0.67"
1758473436.273262262,"2.83,0.67"
1758473436.375353336,"2.83,0.67"
1758473436.477250338,"2.83,0.67"
1758473436.576269865,"2.83,0.67"
1758473436.675467730,"2.83,0.67"
1758473436.774027109,"2.83,0.67"
